P,T,S,R,game
0.42028612363640083,0.7510169730898089,0,1,SH
0.16332763631773362,0.31125412421136844,0,1,SH
0.7094207659618474,0.8555548972706284,0,1,SH
0.24216152463985918,0.9608171964194543,0,1,SH
0.32183560800287614,0.32286715781818165,0,1,SH
0.5066120303051813,0.9545336129607511,0,1,SH
0.10437744697639317,0.6244186451188165,0,1,SH
0.2742010125137919,0.9596332598433681,0,1,SH
0.31596669655789933,0.5662134788145987,0,1,SH
0.24013700687428607,0.9255570347657924,0,1,SH
0.028248627,0.6337213141770008,0,1,SH
0.2232335749176142,0.7754120170505345,0,1,SH
0.15896068176991318,0.6105245214255532,0,1,SH
0.45542476781951113,0.7290643589741295,0,1,SH
0.5270988989439576,0.99548196,0,1,SH
0.27799851644982043,0.9211555789224233,0,1,SH
0.31019257295249636,0.5860877866832324,0,1,SH
0.090072079,0.9518368845892913,0,1,SH
0.076915239,0.6459431925567825,0,1,SH
0.6629630067564236,0.9767246485127179,0,1,SH
0.33081293201304596,0.8319917210448182,0,1,SH
0.20982952316965164,0.548116684,0,1,SH
0.1200354727022559,0.14806653587580554,0,1,SH
0.4771721808804126,0.7319420695070218,0,1,SH
0.13689521294020346,0.8384628582654157,0,1,SH
0.81811219,0.831993697,0,1,SH
0.46858349978015945,0.7440240880133004,0,1,SH
0.5668517407123765,0.6366743545050861,0,1,SH
0.005928592,0.17509441840144868,0,1,SH
0.502457337,0.983947218,0,1,SH
0.4822559321333735,0.6983398550942588,0,1,SH
0.7333230088654243,0.7770188177648523,0,1,SH
0.32233315492833126,0.7351630195033438,0,1,SH
0.4849708630286229,0.533584348,0,1,SH
0.2583542004412964,0.9812570079701473,0,1,SH
0.34380011373316877,0.7349766170512906,0,1,SH
0.18869538608166114,0.2079307939452273,0,1,SH
0.09954507,0.9527104152516372,0,1,SH
0.18919814389603928,0.5958709326596054,0,1,SH
0.011488697241408552,0.33145491511573977,0,1,SH
0.549713223,0.9509111578327516,0,1,SH
0.2944613566845937,0.7420954878048831,0,1,SH
0.6508747447064629,0.9841099614234008,0,1,SH
0.3886980319186304,0.5250625755722411,0,1,SH
0.4745917327880076,0.9924235590650501,0,1,SH
0.004276054,0.6460058817017926,0,1,SH
0.31922329667352045,0.69958895,0,1,SH
0.3943070450993591,0.6071496316952241,0,1,SH
0.10986307352486224,0.9318961738790086,0,1,SH
0.085172697,0.8097130994064556,0,1,SH
0.31907064703210963,0.3226432451780119,0,1,SH
0.34745485481983773,0.548814873,0,1,SH
0.39002283320701947,0.9595795653006958,0,1,SH
0.3018229327334536,0.7292638945917762,0,1,SH
0.4583203277431347,0.7092151384428855,0,1,SH
0.5081231106152455,0.6998336162751997,0,1,SH
0.24461144070081464,0.3781497594283194,0,1,SH
0.49952218849869023,0.5456243505648786,0,1,SH
0.5299406278518803,0.650070166,0,1,SH
0.2382138669917464,0.6389525291320641,0,1,SH
0.07927521,0.9636240555966402,0,1,SH
0.6571280297296587,0.9060187322834712,0,1,SH
0.2529790208458791,0.613901673,0,1,SH
0.4639495245816274,0.6383313784947342,0,1,SH
0.55680134,0.572788527,0,1,SH
0.4328051090695082,0.594773531,0,1,SH
0.29806149074414634,0.8790692756897349,0,1,SH
0.5031238592081397,0.9573251885624856,0,1,SH
0.11862218971576266,0.2913244909498056,0,1,SH
0.6524105301322329,0.8419743215963327,0,1,SH
0.084326909,0.5097632052081709,0,1,SH
0.5506262223122411,0.6732038488532017,0,1,SH
0.663020789,0.8889223556436057,0,1,SH
0.034223506,0.3188178198293954,0,1,SH
0.4708493756778822,0.6435644718172566,0,1,SH
0.4217782965713266,0.5929893371746571,0,1,SH
0.31142238312792014,0.8066473683983175,0,1,SH
0.40935347151476686,0.4660991570929809,0,1,SH
0.2013819729045414,0.6462922982927644,0,1,SH
0.23767655605683857,0.2428951036272584,0,1,SH
0.25384025941946997,0.5906914153519305,0,1,SH
0.6890724356342899,0.782302213,0,1,SH
0.12130740296191922,0.1310793691609664,0,1,SH
0.074904582,0.3105309308238373,0,1,SH
0.35367069276926455,0.4121571299842046,0,1,SH
0.4111446089014934,0.6011018491908877,0,1,SH
0.2066807608193173,0.7270829259470135,0,1,SH
0.017753681,0.7249475057246129,0,1,SH
0.6186571642330794,0.9056905362406638,0,1,SH
0.2553695071183173,0.7628544093062963,0,1,SH
0.2646445983773449,0.8944757021009508,0,1,SH
0.36244456947441295,0.7747479803552921,0,1,SH
0.5693408010434315,0.6435619643114778,0,1,SH
0.6488068881135745,0.963564446,0,1,SH
0.009793387,0.6754709777352641,0,1,SH
0.22566366732245635,0.7011150284524919,0,1,SH
0.4379620985135517,0.6563654312614655,0,1,SH
0.30588768965417135,0.895788856,0,1,SH
0.024536225048749305,0.46576275581170057,0,1,SH
0.2277398460504716,0.281597592,0,1,SH
0.03497202,0.7616414562771563,0,1,SH
0.5029609337150631,0.5139630718031172,0,1,SH
0.5944463619855309,0.6898368529941261,0,1,SH
0.043576254894586164,0.10563769854533933,0,1,SH
0.497948197,0.511360441,0,1,SH
0.24644991935115335,0.4271269415532022,0,1,SH
0.10279076764288253,0.1098201940643142,0,1,SH
0.40979164217146136,0.8258462703994927,0,1,SH
0.33512992752376247,0.4392297446656823,0,1,SH
0.053904575384203346,0.6282398786064811,0,1,SH
0.6280389370676607,0.867513246,0,1,SH
0.21569656665982628,0.42192229051005925,0,1,SH
0.051767528552988606,0.30917999800146023,0,1,SH
0.3307614453294967,0.9399661474520975,0,1,SH
0.078734035,0.7330418936382179,0,1,SH
0.021985526257112253,0.9145406257796174,0,1,SH
0.37234737939772566,0.7942746471378539,0,1,SH
0.33579593973091826,0.6832109150855139,0,1,SH
0.048595589,0.6465676218987908,0,1,SH
0.2440100318081242,0.8548005976528732,0,1,SH
0.297693843,0.3584160895197299,0,1,SH
0.1263458201593224,0.7065299949218404,0,1,SH
0.314190708,0.7168725716912647,0,1,SH
0.23082395976665504,0.9287802751096463,0,1,SH
0.15967254711464118,0.8155205246699202,0,1,SH
0.5315974242698975,0.6558043270416936,0,1,SH
0.2103977422261436,0.4391143430712454,0,1,SH
0.27014042386008996,0.8876692445605003,0,1,SH
0.13860604115125597,0.8987494545719101,0,1,SH
0.046429957,0.49186900532394495,0,1,SH
0.000890402,0.9830421742157844,0,1,SH
0.1624618474562598,0.4569962944122179,0,1,SH
0.8466346286874658,0.9661608577622718,0,1,SH
0.6918484954054975,0.8392869628254049,0,1,SH
0.31599732583340523,0.3917401356932886,0,1,SH
0.1273395170189191,0.9725309100116533,0,1,SH
0.21056509081970853,0.9891726257081381,0,1,SH
0.5593803526287753,0.6113317,0,1,SH
0.2921524294733968,0.7487235198194055,0,1,SH
0.6578261734319284,0.80464955,0,1,SH
0.021123703786519732,0.707350353,0,1,SH
0.6531089271861761,0.8363169732035625,0,1,SH
0.42605649573187665,0.4516319665569748,0,1,SH
0.071177963,0.8452092564303111,0,1,SH
0.5477293217533832,0.8685261335700494,0,1,SH
0.006227217,0.2676347382652662,0,1,SH
0.3650563714193271,0.8598522787451954,0,1,SH
0.12529021025396858,0.3777050391594816,0,1,SH
0.36491575003181786,0.9359968368744653,0,1,SH
0.230655285,0.4395601313350974,0,1,SH
0.24325012845052196,0.502265402,0,1,SH
0.3718408562538311,0.8184111045101166,0,1,SH
0.43918028416927823,0.7306737421789715,0,1,SH
0.36773375396925534,0.7606349913593551,0,1,SH
0.2626754565079348,0.41825209138167807,0,1,SH
0.34072240621367955,0.945493677,0,1,SH
0.45828319611581736,0.582811582,0,1,SH
0.6230974809193244,0.7180982639440829,0,1,SH
0.7276175792174775,0.7953918434095664,0,1,SH
0.25735058567329494,0.37431793055119233,0,1,SH
0.4451749618629701,0.8968157524193066,0,1,SH
0.56601158,0.7895407000491919,0,1,SH
0.26002746938412447,0.4931495015948868,0,1,SH
0.23733383843941414,0.8163388293024172,0,1,SH
0.5035923144496959,0.931933037,0,1,SH
0.781617955,0.8585856677088974,0,1,SH
0.18978192173253983,0.40763666956299827,0,1,SH
0.23329812762742064,0.342042928,0,1,SH
0.097604858,0.5365841309881072,0,1,SH
0.440224867,0.9533812552772065,0,1,SH
0.5699232638739715,0.728256129,0,1,SH
0.5745969490387755,0.6688374662217802,0,1,SH
0.8485625982346665,0.9694840720062001,0,1,SH
0.072415863,0.6728092025601775,0,1,SH
0.5320146117579634,0.983894603,0,1,SH
0.33779627505702536,0.3744526390449452,0,1,SH
0.021300715,0.2273678320517385,0,1,SH
0.11216852040053582,0.7322964771291862,0,1,SH
0.8628071896611562,0.9620952900225295,0,1,SH
0.041990694,0.7109942104827478,0,1,SH
0.052558180361846896,0.46243461320226076,0,1,SH
0.001872164,0.14515113559229964,0,1,SH
0.19534657087540297,0.26228086249861415,0,1,SH
0.5491168036249343,0.8641952796460406,0,1,SH
0.7859471021707432,0.9395480025686587,0,1,SH
0.11052352600575532,0.9953523501497843,0,1,SH
0.4020960337426285,0.680802252,0,1,SH
0.36393031316703106,0.6819978481318505,0,1,SH
0.040592992,0.099293385,0,1,SH
0.006158924,0.7015558057445483,0,1,SH
0.13475532666985313,0.7140500497677593,0,1,SH
0.577011389,0.8475782811937924,0,1,SH
0.37223520496984497,0.4491864729696562,0,1,SH
0.5723770577721732,0.8732067555113989,0,1,SH
0.4494669025708484,0.45269049323436183,0,1,SH
0.7013898862744812,0.8797493151506575,0,1,SH
0.506742835,0.8757310161406193,0,1,SH
0.7714255751850052,0.9386338506250875,0,1,SH
0.8975874978457072,0.9429606826190264,0,1,SH
0.013526364,0.7104333084689101,0,1,SH
0.00965276,0.13638455561435614,0,1,SH
0.42852730724563703,0.5882915990563073,0,1,SH
0.094358,0.3448215956573817,0,1,SH
0.026274899896599813,0.6857533737714097,0,1,SH
0.2984561357153974,0.8902901433589161,0,1,SH
0.8052561047529738,0.9990131794957371,0,1,SH
0.4191333578674641,0.6602297743869665,0,1,SH
0.2948879105395541,0.9506887718700099,0,1,SH
0.17534453843235687,0.5130972841541854,0,1,SH
0.065494816,0.4768822463904341,0,1,SH
0.47918573050669533,0.9192004168629815,0,1,SH
0.3360773806534125,0.5347947855969841,0,1,SH
0.3920968734650496,0.7942257226092124,0,1,SH
0.32589767277776915,0.42931904666435927,0,1,SH
0.7528529901700676,0.821826789,0,1,SH
0.038878257656279835,0.9926234972499846,0,1,SH
0.047971981,0.9456731717699367,0,1,SH
0.23234497472570337,0.46804986291889916,0,1,SH
0.073868743,0.8488322762939182,0,1,SH
0.20837895882415491,0.8189779305316771,0,1,SH
0.43091872864814706,0.6616167511804385,0,1,SH
0.12208602123158707,0.5078797480543726,0,1,SH
0.375456764,0.7784384920451315,0,1,SH
0.12130647121183813,0.2518256875742988,0,1,SH
0.3185200238895023,0.6770815100490715,0,1,SH
0.052132456,0.063319457,0,1,SH
0.006080844,0.5506636110535523,0,1,SH
0.3972680170972229,0.6593080290940638,0,1,SH
0.037219654,0.6460213148851641,0,1,SH
0.7443341459915029,0.8876763389380873,0,1,SH
0.6374089974028012,0.8849673563263636,0,1,SH
0.71648786,0.8879257552958819,0,1,SH
0.1337206237773625,0.5563818760124335,0,1,SH
0.1898697467681565,0.5229914345428339,0,1,SH
0.6865084973737232,0.8756807684090528,0,1,SH
0.2898055133320985,0.549655356,0,1,SH
0.46765819306366163,0.5909070149715299,0,1,SH
0.020034850882388655,0.1440303765309363,0,1,SH
0.4068474189714333,0.6569334317841677,0,1,SH
0.1865652076312736,0.8802571368191254,0,1,SH
0.4252246786585072,0.8628927657895216,0,1,SH
0.002812609,0.11262805367627626,0,1,SH
0.7251009341598718,0.7535275848326413,0,1,SH
0.15246663465073707,0.1955412846926361,0,1,SH
0.2578148885508662,0.30676438,0,1,SH
0.093146952,0.5743727221103903,0,1,SH
0.46020665076536593,0.7304782368594593,0,1,SH
0.2778643605472373,0.5263222313996512,0,1,SH
0.48191468387372915,0.6164317177120227,0,1,SH
0.6132263963449598,0.7344801940276187,0,1,SH
0.5587736152890741,0.7550871680948374,0,1,SH
0.12392825312610856,0.4657894772225737,0,1,SH
0.14197162483992365,0.9285655125793257,0,1,SH
0.9587429309952424,0.9720417888257336,0,1,SH
0.29006450283452345,0.9641176287387736,0,1,SH
0.073478524,0.079957227,0,1,SH
0.5131082009451673,0.7180039686088246,0,1,SH
0.4968539702175099,0.9642644403600944,0,1,SH
0.098772307,0.407562229,0,1,SH
0.4100584238776197,0.7561256989030307,0,1,SH
0.31776860658799455,0.9466461157641384,0,1,SH
0.8163704748357665,0.8449496743956058,0,1,SH
0.072296764,0.1665912727120058,0,1,SH
0.36742985825411356,0.7060898467467196,0,1,SH
0.48457605026598327,0.5095133624149151,0,1,SH
0.3431173230986979,0.8875156387722054,0,1,SH
0.039659862,0.5895846963679363,0,1,SH
0.5671561515089041,0.6227028246222572,0,1,SH
0.7404753994572142,0.7510842497393297,0,1,SH
0.33691348431504076,0.9397772200310406,0,1,SH
0.35544311854546673,0.8459463136384027,0,1,SH
0.045409162,0.4920120944361821,0,1,SH
0.034612822,0.9361309785313332,0,1,SH
0.3507968615706507,0.5776110524776454,0,1,SH
0.26534361336139334,0.4468548746028962,0,1,SH
0.3523341532030553,0.8321577680717842,0,1,SH
0.8154907276143508,0.8499102212985943,0,1,SH
0.31208539252929524,0.9533540542430137,0,1,SH
0.10305792502614453,0.9142330820597873,0,1,SH
0.1319247935235297,0.7868933756704775,0,1,SH
0.11491945956161675,0.48102804089811957,0,1,SH
0.11588077099937011,0.2805883487900884,0,1,SH
0.16233875089194072,0.560173049,0,1,SH
0.8369295622554211,0.9542863006802516,0,1,SH
0.3239996288314948,0.8868233781966424,0,1,SH
0.4440616220878124,0.8355154116804349,0,1,SH
0.44330805192397893,0.8723401416903223,0,1,SH
0.561920488,0.8325770553734235,0,1,SH
0.017390212,0.6569314114032909,0,1,SH
0.1162876300612885,0.2645135642218237,0,1,SH
